Packet Size,IAT,Entropy,Symmetry,Label
56,0.010674465579708877,2.0054983172235477,0.19657026381591752,PortScan
49,0.003781728416712076,2.4165948476487404,0.234564691381461,PortScan
61,0.003671489663561448,2.4024906780818984,0.19510475332334248,PortScan
45,0.016455647498314983,1.73460981337607,0.16977554606244197,PortScan
53,0.0034679485239607804,2.0302828270899735,0.13381611649179992,PortScan
54,0.011908200569017353,1.7409352155994369,0.14027349536424696,PortScan
54,0.015510017744449676,2.2847282145353454,0.15856802396685896,PortScan
49,0.005273591362628228,1.9761847701403807,0.22593593090177097,PortScan
52,0.005678772449205747,2.3400620969382424,0.22881362670366845,PortScan
53,0.006925491608657491,2.3240668638544486,0.17763745656960306,PortScan
48,0.006022449458281113,1.7043098940227301,0.29049842875786835,PortScan
53,0.001,1.9339839416322313,0.12937018051141597,PortScan
48,0.006400990322608031,2.2864071224023035,0.2003524181364634,PortScan
58,0.0022351900442509143,2.391900167796575,0.2360556696994948,PortScan
46,0.004652507034777693,1.9262069102976258,0.1527700804091951,PortScan
53,0.011474668809027571,1.7239141657256618,0.2441425287476485,PortScan
48,0.0021345507001888815,1.5348976652313797,0.22776054311518562,PortScan
47,0.00926096023417657,2.169384225317663,0.20901381802405394,PortScan
41,0.0035561983130249167,2.244669369131872,0.15334026626947797,PortScan
60,0.015057004594509468,2.4406129117441195,0.22609713065006531,PortScan
56,0.004254635037732446,2.0818246804352607,0.24811174118519413,PortScan
50,0.011736374397925783,1.989309514908375,0.27351513559740204,PortScan
50,0.02148710478754361,1.877497080361619,0.12036609745089868,PortScan
55,0.009085074636201217,2.374389006510327,0.1236843228808766,PortScan
63,0.012591716834731018,2.3231210901795265,0.2628291779948699,PortScan
50,0.00961609724492783,1.551526317273411,0.2622639126011935,PortScan
50,0.017474913101591626,1.811468848475729,0.2571139809536849,PortScan
46,0.006262368664839826,2.344695613617641,0.2677765317642292,PortScan
54,0.012612874368491695,1.7366943146984228,0.2110720691597716,PortScan
55,0.004615236998674577,2.0497362146881417,0.1639936487646338,PortScan
41,0.006811387565394282,2.342585805776425,0.2522526740102685,PortScan
44,0.019438749669600672,1.9386309144589506,0.27779088880994207,PortScan
61,0.013252585779266962,2.2638280005851446,0.1522586572646499,PortScan
42,0.01790787086229314,2.040150631761144,0.2833092249702212,PortScan
47,0.0069296442842994455,1.9409293434241524,0.2854244665511177,PortScan
46,0.020166356983304552,1.692625264212258,0.13986996081017156,PortScan
55,0.005814543442617042,2.4005357290609264,0.21127282548481657,PortScan
53,0.007799211451215272,2.1920032463651036,0.20723539401641983,PortScan
49,0.002025846062109449,2.0056800803310364,0.17012074221291243,PortScan
49,0.009300851217014912,1.8360342709630117,0.23410328241021724,PortScan
59,0.013324517586566071,1.921594534611763,0.1448164964042858,PortScan
50,0.012281456174864114,2.020825518002318,0.14023056792983307,PortScan
44,0.012491079875059033,1.8086657139850497,0.2192936448832169,PortScan
53,0.002194863928402361,2.2874052717866586,0.14750534802903678,PortScan
42,0.005933062189696079,2.356225257534942,0.28220998460258295,PortScan
62,0.010483523314705439,2.33002364874164,0.24471784539619681,PortScan
46,0.008543979601864853,1.8410233087684735,0.2546882370359488,PortScan
50,0.01628204588229747,2.426999722644016,0.1639768498143729,PortScan
43,0.008179597669872396,1.9526104967678406,0.2900143304297398,PortScan
60,0.0016680871356240003,2.013743847632744,0.13613789946363358,PortScan
44,0.011688476178532348,1.8189148801093826,0.23135202099574112,PortScan
48,0.00903832868855359,1.6644320391356322,0.2958180723717868,PortScan
41,0.015128893140358804,1.7082167762937641,0.24503419221162273,PortScan
49,0.005447041213527835,1.8469696083848917,0.17765777287380846,PortScan
55,0.016639896668061805,1.8323475816767125,0.19473472674201597,PortScan
61,0.014527855502476143,1.9326274893248825,0.17520137328735957,PortScan
40,0.007904731679669869,1.9983873768833496,0.2363104122765515,PortScan
51,0.012825654346679505,1.8087614733199262,0.12371505521878826,PortScan
43,0.006572176572796186,2.177919330453655,0.22859503311011278,PortScan
61,0.016909608806319563,2.103210539345054,0.18559416036569926,PortScan
43,0.010207172341543173,2.399183028664388,0.21282892151293709,PortScan
53,0.007268597103071001,1.9053921729168548,0.28743899341541945,PortScan
47,0.01094024563265751,1.7672378890126659,0.287262525044486,PortScan
59,0.013126614232403647,1.7084958264855994,0.10220752096161115,PortScan
63,0.003176590338745829,1.7742657709907261,0.1534585061439043,PortScan
46,0.01597495990292202,1.7274987721539978,0.17474775323079,PortScan
59,0.013471245765379999,1.8989395066405987,0.2555225237821478,PortScan
40,0.018313684086952768,1.5513088862261861,0.16440773089143668,PortScan
52,0.011223680950530005,2.163401158595721,0.1878727606176505,PortScan
51,0.008219210492894332,1.787683214467623,0.21939481584250664,PortScan
53,0.010508937779280485,2.435397016332538,0.17176573274158308,PortScan
63,0.014432028524592726,2.402612206723388,0.2563108024098939,PortScan
41,0.006630258245301336,1.8106759407367412,0.16751685816081485,PortScan
42,0.013166812019612109,1.8335032207790132,0.11501702218674587,PortScan
55,0.00561990438370441,2.1910902922122872,0.2716194126828927,PortScan
54,0.007695454313293444,2.29952364942997,0.12840347281319414,PortScan
44,0.015395351097537216,2.2884854738115954,0.12412345679995036,PortScan
51,0.008823843334446049,2.3995579936001596,0.206261801539936,PortScan
59,0.00931659707164015,1.967835639422938,0.18361724458041928,PortScan
40,0.014703202156824706,2.4054451891389017,0.2544246939336513,PortScan
48,0.007009449367602234,2.425606934866627,0.16054701042587258,PortScan
61,0.013906973434355707,2.231577420326014,0.16516811734443987,PortScan
60,0.008559976757016346,2.4396026218823725,0.22498070149904903,PortScan
51,0.004680026422459054,1.9321395683928775,0.2315188286441379,PortScan
40,0.001,2.1135163484913826,0.22942542912894012,PortScan
50,0.007861270911059499,2.446532661586924,0.24149723460251107,PortScan
42,0.0232778145961311,1.5267823250919985,0.1966620859171407,PortScan
49,0.01069253650546435,2.188189314179189,0.2702328210733862,PortScan
61,0.00916559851617752,1.6545025320602873,0.16511504937671675,PortScan
62,0.009960654963302477,2.376820639717248,0.22035462588936333,PortScan
47,0.002982811207988589,1.7302694781585326,0.17518311326595767,PortScan
59,0.01298051063996351,2.253627747939014,0.20918939840343348,PortScan
53,0.013203116362242542,1.8853096243935432,0.20075056122901103,PortScan
49,0.004536789273607258,2.281250760493381,0.221277113469028,PortScan
43,0.004673544262222034,1.695588505444038,0.267888702833074,PortScan
